=== [Causal Discovery] Fold 3 (3/5) ===
Step: load extraction data
Loading extraction data from: outputs/experiments/layered_sparse_linear_sem_nodes_8_shallow_mlp_align/3/alignment_results.csv
Step: prepare ground-truth data
Running sample_150__baseline_150
Saved metadata to outputs/experiments/layered_sparse_linear_sem_nodes_8_shallow_mlp_align/3/metadata.json
Test:  CI( 0 , 1 | () ) = 0.4817984637264363
Test:  CI( 4 , 5 | (1,) ) = 0.0
Test:  CI( 4 , 5 | (3,) ) = 2.7125671442362886e-07
Test:  CI( 0 , 6 | (1,) ) = 0.0
Test:  CI( 0 , 6 | (3,) ) = 8.63404617845731e-06
Test:  CI( 0 , 6 | (4,) ) = 1.3014169986114155e-07
Test:  CI( 0 , 6 | (5,) ) = 6.337709246295731e-09
Test:  CI( 1 , 6 | (0,) ) = 0.0
Test:  CI( 1 , 6 | (3,) ) = 0.0
Test:  CI( 1 , 6 | (4,) ) = 0.0
Test:  CI( 1 , 6 | (5,) ) = 0.0
Test:  CI( 3 , 6 | (0,) ) = 0.0
Test:  CI( 3 , 6 | (1,) ) = 0.0
Test:  CI( 3 , 6 | (4,) ) = 4.609466816174468e-05
Test:  CI( 3 , 6 | (5,) ) = 0.0
Test:  CI( 4 , 6 | (0,) ) = 0.0
Test:  CI( 4 , 6 | (1,) ) = 0.0
Test:  CI( 4 , 6 | (3,) ) = 0.0
Test:  CI( 4 , 6 | (5,) ) = 0.0
Test:  CI( 5 , 6 | (0,) ) = 0.0
Test:  CI( 5 , 6 | (1,) ) = 0.0
Test:  CI( 5 , 6 | (3,) ) = 2.6469506586579428e-09
Test:  CI( 5 , 6 | (4,) ) = 1.037827290994997e-06
Test:  CI( 0 , 7 | (1,) ) = 1.2284731230050028e-06
Test:  CI( 0 , 7 | (2,) ) = 1.0919931625608115e-11
Test:  CI( 0 , 7 | (3,) ) = 0.00010579389923304205
Test:  CI( 0 , 7 | (4,) ) = 0.06976811715718179
Test:  CI( 1 , 7 | (2,) ) = 0.0
Test:  CI( 1 , 7 | (3,) ) = 8.895272296527423e-09
Test:  CI( 1 , 7 | (4,) ) = 0.5334722623980293
Test:  CI( 2 , 7 | (3,) ) = 0.0
Test:  CI( 2 , 7 | (4,) ) = 0.0
Test:  CI( 2 , 7 | (5,) ) = 0.0
Test:  CI( 2 , 7 | (6,) ) = 0.0
Test:  CI( 3 , 7 | (2,) ) = 0.0
Test:  CI( 3 , 7 | (4,) ) = 0.8887395834839036
Test:  CI( 4 , 7 | (2,) ) = 0.0
Test:  CI( 4 , 7 | (5,) ) = 0.0
Test:  CI( 4 , 7 | (6,) ) = 1.324443854655577e-05
Test:  CI( 5 , 7 | (2,) ) = 0.0
Test:  CI( 5 , 7 | (4,) ) = 0.38541396059181854
Test:  CI( 6 , 7 | (2,) ) = 0.0
Test:  CI( 6 , 7 | (4,) ) = 0.5719796958392886
Test:  CI( 0 , 4 | (1, 3) ) = 0.6772453193125798
Test:  CI( 1 , 4 | (0, 3) ) = 0.0
Test:  CI( 3 , 4 | (0, 1) ) = 0.0
Test:  CI( 0 , 5 | (1, 3) ) = 0.0
Test:  CI( 0 , 5 | (1, 4) ) = 0.0
Test:  CI( 0 , 5 | (3, 4) ) = 0.0
Test:  CI( 1 , 5 | (0, 3) ) = 0.0008513390516766695
Test:  CI( 1 , 5 | (0, 4) ) = 0.1908555601778985
Test:  CI( 3 , 5 | (0, 1) ) = 0.0
Test:  CI( 3 , 5 | (0, 4) ) = 0.0
Test:  CI( 3 , 5 | (1, 4) ) = 0.0
Test:  CI( 4 , 5 | (0, 1) ) = 0.0
Test:  CI( 4 , 5 | (0, 3) ) = 6.411531066063958e-07
Test:  CI( 4 , 5 | (1, 3) ) = 0.045288958533907575
Test:  CI( 0 , 6 | (1, 3) ) = 0.621470318433222
Test:  CI( 1 , 6 | (0, 3) ) = 0.0
Test:  CI( 1 , 6 | (0, 4) ) = 0.0
Test:  CI( 1 , 6 | (0, 5) ) = 0.0
Test:  CI( 1 , 6 | (3, 4) ) = 0.0
Test:  CI( 1 , 6 | (3, 5) ) = 0.0
Test:  CI( 1 , 6 | (4, 5) ) = 0.0
Test:  CI( 3 , 6 | (0, 1) ) = 0.0
Test:  CI( 3 , 6 | (0, 4) ) = 0.31242815786949296
Test:  CI( 4 , 6 | (0, 1) ) = 0.0
Test:  CI( 4 , 6 | (0, 3) ) = 0.0
Test:  CI( 4 , 6 | (0, 5) ) = 0.0
Test:  CI( 4 , 6 | (1, 3) ) = 0.0
Test:  CI( 4 , 6 | (1, 5) ) = 0.0
Test:  CI( 4 , 6 | (3, 5) ) = 0.0
Test:  CI( 5 , 6 | (0, 1) ) = 0.0
Test:  CI( 5 , 6 | (0, 3) ) = 1.2137368005538107e-05
Test:  CI( 5 , 6 | (0, 4) ) = 0.3759825952235709
Saved adjacency matrix to outputs/experiments/layered_sparse_linear_sem_nodes_8_shallow_mlp_align/3/learned_graph_adj.npy
Test:  CI( 0 , 1 | () ) = 0.7685241038637791
Test:  CI( 0 , 2 | () ) = 0.13121636218242316
Test:  CI( 1 , 2 | () ) = 0.008190676590967616
Test:  CI( 0 , 3 | () ) = 0.0
Test:  CI( 1 , 3 | () ) = 1.767420444598322e-05
Test:  CI( 2 , 3 | () ) = 0.43857559623360953
Test:  CI( 0 , 4 | () ) = 1.6209256159527285e-14
Test:  CI( 1 , 4 | () ) = 2.220446049250313e-16
Test:  CI( 2 , 4 | () ) = 0.9921264393354394
Test:  CI( 3 , 4 | () ) = 0.0
Test:  CI( 0 , 5 | () ) = 0.0
Test:  CI( 1 , 5 | () ) = 0.003728126099472595
Test:  CI( 2 , 5 | () ) = 0.591387931681461
Test:  CI( 3 , 5 | () ) = 0.0
Test:  CI( 4 , 5 | () ) = 0.0
Test:  CI( 0 , 6 | () ) = 2.038447410868116e-08
Test:  CI( 1 , 6 | () ) = 0.0
Test:  CI( 2 , 6 | () ) = 0.32758507089917366
Test:  CI( 3 , 6 | () ) = 0.0
Test:  CI( 4 , 6 | () ) = 0.0
Test:  CI( 5 , 6 | () ) = 0.0
Test:  CI( 0 , 7 | () ) = 5.398637092923764e-11
Test:  CI( 1 , 7 | () ) = 1.8522138788945597e-05
Test:  CI( 2 , 7 | () ) = 1.0961009877519245e-11
Test:  CI( 3 , 7 | () ) = 0.0
Test:  CI( 4 , 7 | () ) = 0.0
Test:  CI( 5 , 7 | () ) = 2.220446049250313e-16
Test:  CI( 6 , 7 | () ) = 0.0
Test:  CI( 0 , 3 | (1,) ) = 0.0
Test:  CI( 1 , 3 | (0,) ) = 1.1102230246251565e-15
Test:  CI( 0 , 4 | (1,) ) = 0.0
Test:  CI( 0 , 4 | (3,) ) = 5.929728931786116e-05
Test:  CI( 1 , 4 | (0,) ) = 0.0
Test:  CI( 1 , 4 | (3,) ) = 0.0
Test:  CI( 3 , 4 | (0,) ) = 0.0
Test:  CI( 3 , 4 | (1,) ) = 0.0
Test:  CI( 0 , 5 | (1,) ) = 0.0
Test:  CI( 0 , 5 | (3,) ) = 6.579004008244738e-11
Test:  CI( 0 , 5 | (4,) ) = 0.0
Test:  CI( 1 , 5 | (0,) ) = 4.520948060360297e-10
Test:  CI( 1 , 5 | (3,) ) = 0.002059408964487197
Test:  CI( 1 , 5 | (4,) ) = 2.35374518875453e-06
Test:  CI( 3 , 5 | (0,) ) = 0.0
Test:  CI( 3 , 5 | (1,) ) = 0.0
Test:  CI( 3 , 5 | (4,) ) = 0.0
Test:  CI( 4 , 5 | (0,) ) = 0.0
Test:  CI( 4 , 5 | (1,) ) = 0.0
Test:  CI( 4 , 5 | (3,) ) = 0.0004869109184033604
Test:  CI( 0 , 6 | (1,) ) = 0.0
Test:  CI( 0 , 6 | (3,) ) = 5.404270096320829e-06
Test:  CI( 0 , 6 | (4,) ) = 0.0015969577705539084
Test:  CI( 0 , 6 | (5,) ) = 0.004547019304677269
Test:  CI( 1 , 6 | (0,) ) = 0.0
Test:  CI( 1 , 6 | (3,) ) = 0.0
Test:  CI( 1 , 6 | (4,) ) = 0.0
Test:  CI( 1 , 6 | (5,) ) = 0.0
Test:  CI( 3 , 6 | (0,) ) = 0.0
Test:  CI( 3 , 6 | (1,) ) = 0.0
Test:  CI( 3 , 6 | (4,) ) = 0.023077379481287075
Test:  CI( 4 , 6 | (0,) ) = 0.0
Test:  CI( 4 , 6 | (1,) ) = 0.0
Test:  CI( 4 , 6 | (5,) ) = 0.0
Test:  CI( 5 , 6 | (0,) ) = 2.2160051571518125e-13
Test:  CI( 5 , 6 | (1,) ) = 0.0
Test:  CI( 5 , 6 | (4,) ) = 0.014985760594920627
Test:  CI( 0 , 7 | (1,) ) = 6.270539643082884e-13
Test:  CI( 0 , 7 | (2,) ) = 2.0314860904591114e-11
Test:  CI( 0 , 7 | (3,) ) = 0.36600000602526084
Test:  CI( 1 , 7 | (2,) ) = 6.95221658020273e-13
Test:  CI( 1 , 7 | (3,) ) = 0.05254646088290715
Test:  CI( 2 , 7 | (3,) ) = 0.0
Test:  CI( 2 , 7 | (4,) ) = 0.0
Test:  CI( 2 , 7 | (5,) ) = 0.0
Test:  CI( 2 , 7 | (6,) ) = 0.0
Test:  CI( 3 , 7 | (2,) ) = 0.0
Test:  CI( 3 , 7 | (4,) ) = 0.33135677284766785
Test:  CI( 4 , 7 | (2,) ) = 0.0
Test:  CI( 4 , 7 | (5,) ) = 2.220446049250313e-16
Test:  CI( 4 , 7 | (6,) ) = 3.277822457903312e-12
Test:  CI( 5 , 7 | (2,) ) = 0.0
Test:  CI( 5 , 7 | (4,) ) = 0.3974343940378331
Test:  CI( 6 , 7 | (2,) ) = 0.0
Test:  CI( 6 , 7 | (4,) ) = 0.06028929410274575
Saved metrics to outputs/experiments/layered_sparse_linear_sem_nodes_8_shallow_mlp_align/3/performance_metrics.json
Saved baseline metrics to outputs/experiments/layered_sparse_linear_sem_nodes_8_shallow_mlp_align/3/baseline_performance_metrics.json
Saved PAG-vs-PAG metrics to outputs/experiments/layered_sparse_linear_sem_nodes_8_shallow_mlp_align/3/pag_vs_pag_metrics.json
Found 4 differences:
  1. Wrong orientation: 1 --- 3 (DAG: directed_ij, PAG: bidirected)
  2. Wrong orientation: 1 --- 4 (DAG: directed_ij, PAG: bidirected)
  3. Wrong orientation: 1 --- 6 (DAG: directed_ij, PAG: bidirected)
  4. Wrong orientation: 3 --- 5 (DAG: directed_ij, PAG: bidirected)
Found 3 partial orientation differences:
  1. Partial orientation: 0 --- 3 (DAG: directed_ij, PAG: partial_ij)
  2. Partial orientation: 0 --- 5 (DAG: directed_ij, PAG: partial_ij)
  3. Partial orientation: 2 --- 7 (DAG: directed_ij, PAG: partial_ij)
Saved edge comparison details to outputs/experiments/layered_sparse_linear_sem_nodes_8_shallow_mlp_align/3/edge_comparison.txt
Found 14 differences:
  1. Wrong orientation: 0 --- 3 (DAG: directed_ij, PAG: bidirected)
  2. Extra: 0 --- 4 (PAG: bidirected)
  3. Wrong orientation: 0 --- 5 (DAG: directed_ij, PAG: bidirected)
  4. Extra: 0 --- 6 (PAG: bidirected)
  5. Extra: 1 --- 2 (PAG: bidirected)
  6. Wrong orientation: 1 --- 3 (DAG: directed_ij, PAG: bidirected)
  7. Wrong orientation: 1 --- 4 (DAG: directed_ij, PAG: bidirected)
  8. Extra: 1 --- 5 (PAG: bidirected)
  9. Wrong orientation: 1 --- 6 (DAG: directed_ij, PAG: bidirected)
  10. Wrong orientation: 2 --- 7 (DAG: directed_ij, PAG: bidirected)
  11. Wrong orientation: 3 --- 4 (DAG: directed_ij, PAG: bidirected)
  12. Wrong orientation: 3 --- 5 (DAG: directed_ij, PAG: bidirected)
  13. Extra: 4 --- 5 (PAG: directed_ij)
  14. Wrong orientation: 4 --- 7 (DAG: directed_ij, PAG: bidirected)
Saved baseline edge comparison details to outputs/experiments/layered_sparse_linear_sem_nodes_8_shallow_mlp_align/3/edge_comparison_baseline.txt
Found 7 differences:
  1. Missing: 0 --- 4 (Reference PAG: bidirected)
  2. Missing: 0 --- 6 (Reference PAG: bidirected)
  3. Missing: 1 --- 2 (Reference PAG: bidirected)
  4. Missing: 1 --- 5 (Reference PAG: bidirected)
  5. Wrong orientation: 3 --- 4 (Reference PAG: bidirected, PAG: directed_ij)
  6. Missing: 4 --- 5 (Reference PAG: directed_ij)
  7. Wrong orientation: 4 --- 7 (Reference PAG: bidirected, PAG: directed_ij)
Found 3 partial orientation differences:
  1. Partial orientation: 0 --- 3 (Reference PAG: bidirected, PAG: partial_ij)
  2. Partial orientation: 0 --- 5 (Reference PAG: bidirected, PAG: partial_ij)
  3. Partial orientation: 2 --- 7 (Reference PAG: bidirected, PAG: partial_ij)
Saved PAG-vs-PAG edge comparison details to outputs/experiments/layered_sparse_linear_sem_nodes_8_shallow_mlp_align/3/edge_comparison_pag_vs_pag.txt
Saved figure to outputs/experiments/layered_sparse_linear_sem_nodes_8_shallow_mlp_align/3/pag_vs_dag.png
Saved baseline figure to outputs/experiments/layered_sparse_linear_sem_nodes_8_shallow_mlp_align/3/baseline_pag_vs_dag.png
Saved combined DAG comparison to outputs/experiments/layered_sparse_linear_sem_nodes_8_shallow_mlp_align/3/pags_vs_dag.png
Saved PAG-vs-PAG figure to outputs/experiments/layered_sparse_linear_sem_nodes_8_shallow_mlp_align/3/pag_vs_pag.png
Saved adjacency matrix to outputs/experiments/layered_sparse_linear_sem_nodes_8_shallow_mlp_align/3/learned_graph_adj.npy
Saved baseline adjacency matrix to outputs/experiments/layered_sparse_linear_sem_nodes_8_shallow_mlp_align/3/baseline_graph_adj.npy
